id,tooltip,image
1118201816237223967,Designer,https://cdn.discordapp.com/attachments/1087726068502380544/1087741593345331281/designer.png
1118201816237223967,Vencord Supporter,https://cdn.discordapp.com/attachments/1087479668501913731/1087634237768876032/red_heart.png
1118201816237223967,true shiggy fan,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,Use VSCode,https://cdn.discordapp.com/attachments/1088049977143611434/1088150024489271296/20GVdTR.png
1118201816237223967,Best singer in room 1,https://cdn.discordapp.com/attachments/1088010781901197332/1088228458502553670/latest.png
1118201816237223967,real paavo,https://cdn.discordapp.com/attachments/1089321592821137478/1089330350821478400/HPLm0Hj.png
1118201816237223967,The rotating scarlet symbol of communism exhibits an intricacy beyond necessity.,https://cdn.discordapp.com/emojis/973582815239209010.gif?size=512&quality=lossless
1118201816237223967,shiggy enjoyer,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,pancakes,https://cdn.discordapp.com/attachments/1091730604212617358/1091736086960672879/niko_pancakes.png
1118201816237223967,Daimyo,https://cdn.discordapp.com/attachments/1094328328992858113/1117327031877763132/oJ74XOt.png
1118201816237223967,shiggy,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,hi,https://cdn.discordapp.com/attachments/1096126810930036796/1096133061936168970/868827874134736926.webp
1118201816237223967,trans rights are human rights,https://cdn.discordapp.com/emojis/894728779509948447.webp
1118201816237223967,true shiggy fan,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,Let's all love Lain!,https://cdn.discordapp.com/attachments/1100618996967014400/1100985050566246431/ezgif.com-crop.gif
1118201816237223967,despair,https://cdn.discordapp.com/attachments/1101213588410085396/1101214141613625384/emoji-8.png
1118201816237223967,Yuna,https://cdn.discordapp.com/attachments/1033680203433660458/1101376398108672000/ezgif.com-optimize_1.gif
1118201816237223967,determination,https://cdn.discordapp.com/attachments/1101635522641793034/1101645662862458940/Picsart_23-04-29_01-06-27-463.png
1118201816237223967,The servers are the 7 Chaos,https://cdn.discordapp.com/attachments/1101635522641793034/1101653028110610493/712131999569018940.png
1118201816237223967,most sane sirius moderator,https://cdn.discordapp.com/attachments/1044780504672636999/1101648553618706492/Picsart_23-04-29_01-17-58-193.png
1118201816237223967,:3,https://cdn.discordapp.com/attachments/1044780504672636999/1101664791728226374/SM0aP.png
1118201816237223967,MoveForwardParty,https://cdn.discordapp.com/attachments/1102523243329486848/1102626365955641435/Move_Forward_Party_Logo.svg.png
1118201816237223967,wuv yu,https://cdn.discordapp.com/emojis/1071863203534995586.gif?size=256&quality=lossless
1118201816237223967,minky,https://cdn.discordapp.com/emojis/899882496269910067.gif?size=256&quality=lossless
1118201816237223967,neighbor cat,https://cdn.discordapp.com/attachments/1103576846303514645/1103581281108893706/050b6df2-76cf-421c-b3a4-058a518d197a.png
1118201816237223967,hi,https://cdn.discordapp.com/attachments/1104780985704386601/1141811910023593984/whiteflowerlily.png
1118201816237223967,Sova Main,https://cdn.discordapp.com/attachments/1106265877281767584/1106327383063150663/sovagunhold.png
1118201816237223967,zakuwo,https://cdn.discordapp.com/attachments/1107757908420210839/1117372040459079690/0.png
1118201816237223967,d:,https://cdn.discordapp.com/attachments/261531013027463178/1107334295875493898/bhop.gif
1118201816237223967,<:,https://cdn.discordapp.com/attachments/261531013027463178/1107334295875493898/bhop.gif
1118201816237223967,nya~,https://cdn.discordapp.com/emojis/1081813169531518986.png?size=1024&quality=lossless
1118201816237223967,Hi!!,https://cdn.discordapp.com/emojis/1108222781457432666.webp?size=256&quality=lossless
1118201816237223967,*crackle*,https://cdn.discordapp.com/emojis/1108256756481658890.gif?size=256&quality=lossless
1118201816237223967,Hey!,https://cdn.discordapp.com/emojis/1108222809919979611.webp?size=256&quality=lossless
1118201816237223967,simp,https://cdn.discordapp.com/attachments/1110194755641544755/1110241441847988244/badge_1.png
1118201816237223967,Prestige Master Level 1000,https://cdn.discordapp.com/attachments/1111653826869592206/1111688058727845958/MP.png
1118201816237223967,cat :],https://cdn.discordapp.com/emojis/861078644420378624.gif?size=256
1118201816237223967,synny wynny,https://cdn.discordapp.com/attachments/1112642233204740096/1112693216202989608/syn.png
1118201816237223967,cutie,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,read if cute,https://cdn.discordapp.com/attachments/656521291846778890/1113813072369422427/FeZ9c49fZfmlHsLO.png
1118201816237223967,yay,https://cdn.discordapp.com/emojis/1059690570085310515.gif?size=256
1118201816237223967,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,nyaboom,https://cdn.discordapp.com/emojis/1085292303628910723.webp?size=256
1118201816237223967,Stellar Community,https://cdn.discordapp.com/attachments/1116558602367406200/1116777944120045729/iavJfft.jpg
1118201816237223967,LSD OWNS YOU,https://cdn.discordapp.com/attachments/1015060231060983891/1117542240487735386/168651312915231055.png
1118201816237223967,.gg/destroyitall,https://cdn.discordapp.com/attachments/1117337680703930458/1117531557113102346/XSG9I2f.webp
1118201816237223967,Golden Rodent,https://cdn.discordapp.com/attachments/1118379615325532180/1118644396368334848/Chaos_Emeralds.png
1118201816237223967,meow,https://cdn.discordapp.com/attachments/1118647507325571173/1118653680296665260/1083617937115586671.gif
1118201816237223967,:3,https://cdn.discordapp.com/attachments/1026504914131759104/1120172228890345472/HandDrawn.jpg
1118201816237223967,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,I use Arch Linux BTW,https://cdn.discordapp.com/emojis/1059690570085310515.gif?size=256&quality=lossless
1118201816237223967,VACBAN Staff,https://cdn.discordapp.com/attachments/1044780504672636999/1121781509548949555/Untitled3-modified_copy_256x256.png
1118201816237223967,huggy,https://cdn.discordapp.com/attachments/1096824033804300331/1123163446192644136/ab67616d0000b2730c6e836f14e6ccb9273d8bcd.png
1118201816237223967,imzuxi.com,https://cdn.discordapp.com/attachments/1044780504672636999/1124145962957414400/imageedit_2_3525967439.png
1118201816237223967,Jug,https://cdn.discordapp.com/attachments/1044780504672636999/1124292532801654864/1115435257685094510.webp
1118201816237223967,dog :3,https://cdn.discordapp.com/attachments/1124511716894580777/1124520341885177907/image.png
1118201816237223967,whiskers,https://cdn.discordapp.com/emojis/1024751545037889566.webp?size=256
1118201816237223967,:3,https://cdn.discordapp.com/emojis/1053082568070799391.gif?size=256&quality=lossless
1118201816237223967,Frencher,https://discord.com/assets/2ca95301db0ebcf082d6be3824d44da0.svg
1118201816237223967,aliening,https://cdn.discordapp.com/attachments/1125538429975941153/1126651871831015545/1055836964579971173.webp
1118201816237223967,venbot,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,rambro,https://cdn.discordapp.com/emojis/908148138458615828.webp?size=256&quality=lossless
1118201816237223967,hotbro,https://cdn.discordapp.com/emojis/904204269308235826.webp?size=256&quality=lossless
1118201816237223967,Fear ❤️,https://cdn.discordapp.com/emojis/1069920629886820423.gif?size=256&quality=lossless
1118201816237223967,raziel,https://cdn.discordapp.com/emojis/1069918876076343386.gif?size=256&quality=lossless
1118201816237223967,Ice Cube,https://discord.com/assets/fd6114328c436e5a111d326d05af3b9a.svg
1118201816237223967,Developer,https://cdn.discordapp.com/attachments/1128411629470625843/1128568375950442496/1686327696916-removebg-preview_1.png
1118201816237223967,Realtree,https://cdn.discordapp.com/emojis/1096165547122642944.webp?size=256&quality=lossless
1118201816237223967,:3,https://cdn.discordapp.com/emojis/1105870509985509508.gif?size=56&quality=lossless
1118201816237223967,Shondo Enjoyer,https://cdn.discordapp.com/attachments/1128784868319436840/1128805567918522528/939725008509489162.gif
1118201816237223967,What are you looking at?,https://cdn.discordapp.com/emojis/1010424370717540402.webp?size=256&quality=lossless
1118201816237223967,E :3,https://cdn.discordapp.com/emojis/1127622828422860941.webp?size=160
1118201816237223967,$25,https://cdn.discordapp.com/emojis/1064926017325645904.gif?size=256&name=xdlol
1118201816237223967,setsuna ontop,https://cdn.discordapp.com/attachments/1130124414877454446/1130249137942691890/273718.png
1118201816237223967,i <3 u,https://cdn.discordapp.com/emojis/985346789337071636.gif?size=56&quality=lossless
1118201816237223967,i'm cute uwu,https://cdn.discordapp.com/attachments/1131083666915872818/1131208046140457002/5M6qk6R.gif
1118201816237223967,Support main <3,https://cdn.discordapp.com/attachments/1131333758746902628/1131528993934409778/Bild_2023-07-20_120640964-removebg-preview.png
1118201816237223967,teepussi,https://cdn.discordapp.com/emojis/1130561770952593579.gif?size=256&quality=lossless
1118201816237223967,blbbb blubbbb blooob blbbbbb  *gets eaten by a seal*,https://discord.com/assets/720806c4ff4375a2f36674e8aeeb1906.svg
1118201816237223967,froggggg 🐸🐸🐸🐸,https://discord.com/assets/68af06bbac9f4830d08fa474f201f92b.svg
1118201816237223967,Former owner of discord.gg/lgbtfr,https://discord.com/assets/a38a70388a9ffb9ede271e41142a8f2e.svg
1118201816237223967,Fellow Vencorder,https://cdn.discordapp.com/attachments/1132192456520245258/1132252657738850315/vlNHrZ9.png
1118201816237223967,dancinglilgirl,https://cdn.discordapp.com/emojis/818970911981436949.gif?size=256&quality=lossless
1118201816237223967,スーシー,https://cdn.discordapp.com/attachments/1132791242397327442/1132805165972455515/4f31527b0eedb923099b09ccdef4ff67.png
1118201816237223967,Security9,https://cdn.discordapp.com/attachments/1133498506070466651/1137173837830705293/Security9.png
1118201816237223967,fumo,https://cdn.discordapp.com/attachments/1133782182297620520/1133791364707004426/lc4b8xugpqv91.png
1118201816237223967,Kyaru,https://cdn.discordapp.com/attachments/567734848689537026/1133912760711909406/kyaru.gif
1118201816237223967,Fishe,https://cdn.discordapp.com/attachments/1134348450725646396/1134443337194147851/988778907379585084.png
1118201816237223967,Kiryu my beloved,https://cdn.discordapp.com/attachments/1134040211110768690/1134451936930824212/ezgif.com-optimize_2.gif
1118201816237223967,kitku,https://cdn.discordapp.com/attachments/1134540937427685476/1134542581246726304/kitkustary.webp
1118201816237223967,Verified Rias Enjoyer,https://cdn.discordapp.com/attachments/1134600632532209766/1134602945502117948/851173742771961886.gif
1118201816237223967,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,speedclicker,https://cdn.discordapp.com/attachments/1134770551064371240/1134975061074378783/pRIaG9H.png
1118201816237223967,I bend my knee not - before my selfish desire,https://cdn.discordapp.com/attachments/1135021558369374250/1135045164390432888/XjZnbfL.png
1118201816237223967,Verified Eboy,https://cdn.discordapp.com/attachments/1135171078772236420/1135186751485399201/vrchat.png
1118201816237223967,read if short,https://cdn.discordapp.com/attachments/1064962691560652800/1135212583083843686/ezgif-4-f011a43f23.gif
1118201816237223967,me when,https://cdn.discordapp.com/attachments/1135169789485121547/1135617727164338186/yes.png
1118201816237223967,hmk.lol,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,arson enjoyer,https://cdn.discordapp.com/emojis/1105406110724268075.webp?size=256&quality=lossless
1118201816237223967,<3,https://cdn.discordapp.com/attachments/1136284685362794517/1136325472918188052/badge_lyze.png
1118201816237223967,🐟,https://cdn.discordapp.com/attachments/1136367553522979047/1136369857936511088/ezgif.com-crop.gif
1118201816237223967,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,𝐵 𝑒 𝓇 𝓃 𝒾 𝑒 _,https://cdn.discordapp.com/emojis/1092089799109775453.png?size=256
1118201816237223967,real quoicoubeh,https://cdn.discordapp.com/attachments/1136338258775777290/1136640108603375647/pokemonumbreonru.gif
1118201816237223967,J & A,https://cdn.discordapp.com/attachments/1136787467555586179/1136791979477446686/Anas1337.webp
1118201816237223967,J & A,https://cdn.discordapp.com/attachments/1136787467555586179/1136791979477446686/Anas1337.webp
1118201816237223967,Based Samurai Enjoyer,https://cdn.discordapp.com/attachments/1136813411494285362/1136825781587288144/HCOw4v6.gif
1118201816237223967,follower of jonAmo,https://cdn.discordapp.com/emojis/971632183976542228.webp?size=256&quality=lossless
1118201816237223967,Hell-Raiser,https://cdn.discordapp.com/emojis/1138517861132931216.webp?size=96&quality=lossless
1118201816237223967,a silly little guy,https://cdn.discordapp.com/attachments/1138766687286599690/1138898511539212318/hug-cat.gif
1118201816237223967,waaaaah,https://cdn.discordapp.com/emojis/854861602225127424.gif?size=256&quality=lossless
1118201816237223967,XO,https://cdn.discordapp.com/attachments/1065646368632356965/1139313613836914769/937095529907748916.gif
1118201816237223967,cute,https://cdn.discordapp.com/emojis/1140066667477606491.gif?size=128&quality=lossless
1118201816237223967,Sy <3,https://cdn.discordapp.com/attachments/1140066219215573032/1140075443924508702/iU2hhof.png
1118201816237223967,professional nuker (sowwy cole),https://cdn.discordapp.com/attachments/1140082057381425253/1140105194609320007/2iQfvMj.png
1118201816237223967,meow,https://cdn.discordapp.com/attachments/1140476734265905233/1140494151369097267/paw.gif
1118201816237223967,meow,https://media.discordapp.net/attachments/1082427305177137182/1140495245889523722/paw.gif
1118201816237223967,read if cute,https://cdn.discordapp.com/emojis/1024751291504791654.gif?size=256
1118201816237223967,Vencord Donor,https://vencord.dev/assets/favicon.png
1118201816237223967,quack,https://cdn.discordapp.com/emojis/949901424752484362.webp?size=256&quality=lossless
1118201816237223967,fox,https://cdn.discordapp.com/attachments/1042916022371495937/1081257234094358630/image0-3.gif
1118201816237223967,vlaz,https://media.discordapp.net/attachments/968631135045288017/1021185856503042068/grr.gif
1118201816237223967,whis,https://wallpapers-clan.com/wp-content/uploads/2022/08/juice-wrld-pfp-1.jpg
1118201816237223967,w,https://cdn.discordapp.com/emojis/1142990602477244516.gif?size=96&quality=lossless
1118201816237223967,h,https://cdn.discordapp.com/emojis/1142990601026031636.gif?size=96&quality=lossless
1118201816237223967,i,https://cdn.discordapp.com/emojis/1142990598689783869.gif?size=96&quality=lossless
1118201816237223967,s,https://cdn.discordapp.com/emojis/1142990597418913913.gif?size=96&quality=lossless
